Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Notes
314 532 408-2,Love Unlimited,The Best Of Love Unlimited,"Mercury, Chronicles","CD, Comp",5,1997,1808025,NO RAP,2016-10-14 09:49:47,
526 945-2,Love Unlimited Orchestra,The Best Of Barry White's Love Unlimited Orchestra,"Mercury, Chronicles","CD, Comp, RM",5,1995,903429,NO RAP,2017-10-23 14:07:49,
314 518 017-2,Threat,Sickinnahead,"Mercury, Da Bomb Records","CD, Album",5,1993,1746767,RAP,2014-02-27 02:09:00,
"314 522 685-2, P2 22685",Black Sheep,Non-Fiction,"Mercury, Mercury","CD, Album",5,1994,158872,RAP,2012-07-28 07:51:44,
"MERCD 417, 856 339-2",Black Sheep,Without A Doubt,"Mercury, Mercury","CD, Single",5,1994,2203262,RAP,2012-08-09 14:13:19,
"YELCD 55, 868 457-2",Yello,Rubberbandman (Rubber Version),"Mercury, Mercury","CD, Single",5,1991,165353,NO RAP,2012-10-12 15:18:11,
"YELCD 2, 872 397-2",Yello,Tied Up,"Mercury, Mercury, Phonogram","CD, Single",5,1988,843724,NO RAP,2017-11-18 09:04:22,
080 064-2,Tears For Fears,Shout,"Mercury, Phonogram","CDV, 5"", Single, PAL",5,1988,799321,NO RAP,2017-11-20 03:53:15,
"MERCD 356, 866 161-2",Black Sheep,Try Counting Sheep,"Mercury, Phonogram","CD, Single",5,1991,1293435,RAP,2010-08-05 01:56:38,
314 518 455-2,Yaggfu Front,Action Packed Adventure!,"Mercury, PolyGram","CD, Album",5,1994,918600,RAP,2009-08-20 00:00:00,
314 518 455-2,Yaggfu Front,Action Packed Adventure!,"Mercury, PolyGram","CD, Album",5,1994,918600,RAP,2017-11-13 06:32:44,ny
CDP 846,Yaggfu Front,Lookin' For A Contract,"Mercury, PolyGram","CD, Single, Promo",5,1993,1899112,RAP,2009-08-23 04:47:28,
UICY-90191,The Rapture,Echoes,"Mercury, UM³/USM Japan","CD, Album",5,2006,1918011,NO RAP,2009-09-07 13:40:02,
562 421-2,Yello,Squeeze Please,"Mercury, Universal","CD, Single",5,1999,170077,NO RAP,2012-10-12 15:34:20,
562 639-2,Yello,Squeeze Please,"Mercury, Universal","CD, Maxi",5,2000,184007,NO RAP,2012-10-12 15:34:50,
530 716-2,Roni Size / Reprazent,New Forms 2,"Mercury, Universal UMC","CD, Album",5,2008,1304218,NO RAP,2016-03-14 05:39:55,
4614-2,Channel Live,Is It A Dream,Mergela Records,"CD, Single, Promo",5,1996,3299480,RAP,2013-08-17 04:52:24,
"none, 72667-2",Various,One Million Strong,"Mergela Records, Solar","CD, Comp",4,1995,425370,RAP,2009-08-20 00:00:00,
MF1107,MF Doom,Operation: Doomsday,Metal Face,"2xCD, Album, RM",5,2011,3906121,RAP,2015-10-27 11:15:37,
MF2002-CD,KMD,Bl_ck B_st_rds,Metal Face Records,"2xCD, Album, Dlx, RE, Dig",5,2015,7324420,RAP,2015-10-06 12:30:57,
none,Monsta Island Czars,Escape From Monsta Island !,"Metal Face, Rhymesayers Entertainment","CD, Album",,2003,1473516,RAP,2012-08-21 00:40:21,
MMP CD 0322,SBB,Pamięć,Metal Mind Productions,"CD, Album",5,2005,4169672,NO RAP,2013-02-17 06:11:36,
MMP CD 0325,SBB,Jerzyk,Metal Mind Productions,"CD, Album",5,2005,6716563,NO RAP,2016-02-29 08:28:55,
MMP CD 0326,SBB,Follow My Dream,Metal Mind Productions,"CD, Album, RE, RM",5,2005,3700066,NO RAP,2013-02-17 06:22:38,
MMP CD 0329,SBB,Memento Z Banalnym Tryptykiem,Metal Mind Productions,"CD, Album",5,2005,3077421,NO RAP,2013-02-17 07:23:12,
MMP CD 0451,Laboratorium,Modern Pentathlon,Metal Mind Productions,"CD, Album",5,2006,2796697,NO RAP,2016-10-20 11:40:58,
MMP CD 0454 DG,Laboratorium,Quasimodo (Polish Jazz Vol. 58),Metal Mind Productions,"CD, Album, Dig",5,2008,2797089,NO RAP,2016-10-20 11:41:38,
MMP CD 0505 DG,John Porter (2),China Disco,Metal Mind Productions,"CD, Album, RE",5,2008,3013648,RAP,2017-09-18 09:58:32,
MMP CD 0637 DGD,Klan (3),Mrowisko,Metal Mind Productions,"2xCD, Album, Dig",5,2008,3708296,NO RAP,2013-04-20 12:37:35,
MMP CD DG 0453,Laboratorium,Diver,Metal Mind Productions,"CD, Album, RE",5,2007,2796820,NO RAP,2016-10-20 11:41:14,
MMP CD DG 0455,Laboratorium,Nogero,Metal Mind Productions,"CD, Album",5,2007,2797148,NO RAP,2016-10-20 11:41:58,
MMPCD 0022,Flapjack (2),Ruthless Kick,Metal Mind Records,"CD, Album",5,1994,2975767,NO RAP,2011-10-25 06:34:01,
MMPCD0016,Dynamind,How To Get Your Band Noticed,Metal Mind Records,"CD, Album",5,1994,3717818,NO RAP,2012-07-06 06:35:23,
"MMP CD 0051, MMPCD0051",Kobong,Chmury Nie Było,"Metal Mind Records, Metal Mind Records","CD, Album",4,1997,1389147,NO RAP,2009-08-20 00:00:00,
METACD012X,Goldie,The Journey Man,"Metalheadz, Cooking Vinyl","2xCD, Album + CD + Dlx, Ltd",5,2017,10445938,NO RAP,2017-08-23 09:14:34,
556 025-2,Various,Metalheadz Limited Edition CD Metal Box Set,"Metalheadz, FFRR","2xCD, Comp + Box, Ltd",5,1998,12106,NO RAP,2017-09-06 06:08:37,
METRCD146,Various,Saturday Night Soul,Metro,"CD, Comp",5,2005,3073397,NO RAP,2012-11-19 14:50:32,
METRCD157,Various,More Saturday Night Soul,Metro,"CD, Comp",5,2005,3070346,NO RAP,2012-11-19 14:57:35,
886 335-2,Run-DMC,Mary Mary,"Metronome, Profile Records","CD, Maxi",5,1988,1890337,RAP,2010-10-20 11:14:04,
MLP-02CD,Model 500,Digital Solutions,Metroplex,"CD, Album",5,2015,6466641,NO RAP,2015-03-19 15:08:03,
MET 531,Meat Beat Manifesto,Autoimmune,Metropolis,"CD, Album",5,2008,1289570,NO RAP,2010-11-21 13:39:08,
MET673,Meat Beat Manifesto,Answers Come In Dreams,Metropolis,"CD, Album",5,2010,2502548,NO RAP,2010-10-28 06:02:21,
00602547228840,Public Enemy,Live From Metropolis Studios,"Metropolis Studios, Universal Music Group International",2xCD,4,2015,7432800,RAP,2017-08-10 11:22:08,
"MLR - 1007, JJCM - 3007",Zimbabwe Legit,Brothers From The Mother,"Miclife Recordings, Miclife Recordings","CD, Album, Enh, Dig",,2005,1731598,RAP,2016-08-31 13:29:28,
MS-1989,Mikey D & The LA Posse,Better Late Than Never - In Memory Of Paul C,MicSic Recordings,"CD, Album",5,2006,734334,RAP,2016-05-02 10:35:46,
MIDDLE 6 CD,Various,Rocket Fuel,Middle Earth Recordings,"2xCD, Comp + Box",5,1996,60096,NO RAP,2011-07-09 02:38:09,
MIK 111555,Zamilska,Untune,Mik.Musik.!.,CD,4,2014,5781577,NO RAP,2017-01-26 09:20:03,
399 484-2,Cliff Martinez,Only God Forgives (Original Motion Picture Soundtrack),Milan,"CD, Album, Jew",5,2013,5359147,NO RAP,2014-04-07 16:48:29,
none,DJ Revolution,Class Of '86,Millenia Music,"CD, Mixed",5,2006,2099930,RAP,2010-03-08 03:23:44,
5000-2,Unda World,F*ck W*rk / Undaworld,Miracle Records (3),"CD, Single",5,1993,5325451,RAP,2014-01-24 12:20:26,
MLE 2000-2,World Class Wreckin' Cru,The World Class Wreckin' Cru Greatest Hits Plus,Missing Link Entertainment,"CD, Comp, Album",4,2000,179435,RAP,2009-08-20 00:00:00,
ESK 6013,Quo,Huh What?,MJJ Music,"CD, Single, Promo",5,1994,5633431,RAP,2015-06-12 08:27:16,
8345106282,Howie B.,Last Bingo In Paris,MK2 Music,"CD, Album",5,2004,385882,NO RAP,2014-01-09 08:38:06,
MOB 10012-2,King Tee,The Kingdom Come,Mo Beatz Records!,"CD, Album",5,2002,795860,RAP,2014-03-15 02:47:43,
540 736-2,Luke Vibert,Big Soup,Mo Wax,"CD, Album",5,1997,771670,NO RAP,2009-08-20 00:00:00,
MW 031 CD,Sam Sever And The Raiders Of The Lost Art,What's That Sound?,Mo Wax,"CD, EP",4,1995,8030,NO RAP,2012-03-21 10:54:13,
MW014cd,DJ Shadow And The Groove Robbers,In/Flux / Hindsight,Mo Wax,"CD, Single, RE",5,1995,57733,NO RAP,2017-11-01 05:41:55,
MW055CD,Dr. Octagon,Blue Flowers,Mo Wax,"CD, Single",5,1996,59307,RAP,2009-08-20 00:00:00,
MW060CD,DJ Krush,Only The Strong Survive,Mo Wax,"CD, Single, Car",5,1996,18990,RAP,2010-06-25 10:59:38,
MW068CD,Dr. Octagon,3000,Mo Wax,"CD, Single",,1996,59352,NO RAP,2011-08-09 06:13:31,
MW079CD,Attica Blues,3ree (A Means To Be),Mo Wax,"CD, Single, Car",4,1997,19012,NO RAP,2012-11-01 14:33:40,
MW081CD,Sukia,Gary Super Macho,Mo Wax,"CD, Maxi",5,1997,86777,NO RAP,2013-01-05 04:34:19,
MWCD025,DJ Krush,Strictly Turntablized,Mo Wax,"CD, Album",5,1994,10442,Uncategorized,2016-07-26 06:36:42,
MWR121CDP1,DJ Magic Mike,The Journey (Era Of Bass Part 1),Mo Wax,"CD, Promo",5,1999,936974,NO RAP,2015-03-10 03:24:59,
314-540-776-2,DJ Krush,MiLiGHT,"Mo Wax, FFRR","CD, Album, RP",5,0,583977,Uncategorized,2017-11-13 06:32:24,ny
"MW 001 CD, MW-CD-0001",Various,Jazz Hip Jap Project,"Mo Wax, Mo Wax","2xCD, Comp",5,1993,104035,RAP,2016-05-08 16:47:13,
"MWR 113CDS, 828.0113.22",Blackalicious,Deception / Don't Let Money Change Ya,"Mo Wax, PIAS Benelux","CD, Maxi",5,1999,2278708,RAP,2015-10-23 00:24:46,
0602527118512,Wolfmother,Cosmic Egg,Modular Recordings,"CD, Album",4,2009,2303810,NO RAP,2011-01-25 08:42:27,
UICS-9051,Wolfmother,Wolfmother,Modular Recordings,"CD, Enh",5,2006,3640341,NO RAP,2016-03-04 04:33:12,
February 2009,Various,Motown Nuggets,Mojo Magazine,"CD, Comp",5,2009,1610445,NO RAP,2011-02-07 04:02:04,
January 2008,Various,Stax Soul Power!,Mojo Magazine,"CD, Comp",5,2007,1192897,NO RAP,2011-02-07 09:47:16,
March 2004,Various,Raw Soul (Music Guide Vol.3),Mojo Magazine,"CD, Comp",5,2004,552303,NO RAP,2011-02-07 09:48:16,
MOM 20,DJ Q-Bert vs. D-Styles,Hot Sauce In The Dick Hole,Mom 'N' Dad Productions,CD,5,0,306361,RAP,2012-10-13 07:49:28,
3749367,Pearl Jam,Lightning Bolt,Monkeywrench Records,"CD, Album, Har",5,2013,5128383,NO RAP,2016-09-21 07:57:10,
MWR1519,Brad,Best Friends?,Monkeywrench Records,"CD, Album",5,2010,2504377,NO RAP,2011-02-07 10:03:37,
MWR4735,"Mad Season, Seattle Symphony Orchestra",Sonic Evolution,Monkeywrench Records,"CD, Album",5,2015,7402492,NO RAP,2017-06-04 22:59:18,NY
MWR4735,"Mad Season, Seattle Symphony Orchestra",Sonic Evolution,Monkeywrench Records,"CD, Album",5,2015,7402492,NO RAP,2017-06-30 07:56:39,NY
none,Eddie Vedder,Ukulele Songs,Monkeywrench Records,"CD, Album, RP, Gat",5,2014,5820535,NO RAP,2014-08-15 11:37:28,
MM 80127-2,Various,Better Living Through Circuitry (A Digital Odyssey Into The Electronic Dance Underground),Moonshine Music,"CD, Comp, Enh",4,2000,46099,NO RAP,2017-10-24 13:53:14,
MM 80131-2,Roc Raida,Crossfaderz: A Turntablists Throwdown!!,Moonshine Music,"CD, Mixed",5,2000,192093,RAP,2016-05-17 13:43:42,
MORPH001 C.D.,Ice,Bad Blood,Morpheus Records,"CD, Album",4,1998,1605444,NO RAP,2017-04-13 06:20:11,
MM026CD,Herrmann & Kleine,Our Noise,Morr Music,"CD, Album",5,2002,44752,NO RAP,2016-11-16 03:11:25,
POCP-7245,Björk,Homogenic,"Mother Records, Polydor","CD, Album, Ltd",5,1997,244091,NO RAP,2015-12-30 04:24:58,
0602498658635,Yello,The Eye,Motor,"CD, Album, Dig",5,2003,210616,NO RAP,2012-10-12 15:47:30,
589 983-2,Afu-Ra,Life Force Radio,Motor Music,"CD, Album",4,2002,1054763,RAP,2015-08-16 07:53:45,
06024 9813515 (0),Yello,Planet Dada,"Motor, Universal, Universal Music","CD, Maxi",5,2003,241295,NO RAP,2012-10-12 15:49:20,
064 021-2,Marvin Gaye,Let's Get It On,Motown,"CD, Album, RE, RM, RP, EDC",5,0,6852152,NO RAP,2017-10-23 13:43:31,
374 633 044-2,Queen Latifah,Bananas,Motown,"CD, Single, Promo",4,1998,6829278,RAP,2015-04-24 08:46:53,
530 253-2,Marvin Gaye,"Here, My Dear",Motown,"CD, Album, RE, RP",5,0,11078190,NO RAP,2017-10-31 03:52:46,
530 884-2,Marvin Gaye,Trouble Man (Motion Picture Soundtrack),Motown,"CD, Album, RM, RP, EDC",5,0,10485690,NO RAP,2017-10-23 13:39:34,
860 483-2,Boyz II Men,I Remember,Motown,"CD, Single",5,1995,3791190,NO RAP,2012-08-09 14:58:55,
B0000789-02,Leon Ware,Musical Massage,Motown,"CD, Album, RE, RM",5,2003,831285,NO RAP,2013-01-26 11:15:40,
ZD 72695,Jesse West,No Prisoners,Motown,"CD, Album",4,1989,683822,RAP,2012-07-25 02:09:54,
ZD42878,Public Enemy,Fight The Power,Motown,"CD, Maxi",5,1989,228183,RAP,2009-08-20 00:00:00,
374634848-2,Zhané,Groove Thang (Remix),"Motown, Illtown (2)","CD, Single",5,1994,174302,NO RAP,2012-11-04 13:25:59,
"860 005-2, TMGCD 1403",The Temptations,The Jones' - UK Remix,"Motown, Motown","CD, Maxi",5,1992,36468,NO RAP,2012-07-02 05:05:28,
064 022-2,Marvin Gaye,What's Going On,"Motown, Tamla","CD, Album, RE, RM, RP",5,0,11078211,NO RAP,2017-10-31 03:56:41,
MOR 1878,Kaos (16),In The Mist Of Kaos,Murder One Records,"CD, Album",,1995,762218,RAP,2014-08-02 03:07:52,
"MOR 1871, MOR-1872CD",Murder One Gangster,Exposed To The Game,"Murder One Records, Murder One Records","CD, Album, Blu",5,1992,3858705,RAP,2016-04-17 11:34:10,
"MOR-1873, MOR1873",Sean T (2),Straight From The Streets,"Murder One Records, Murder One Records","CD, Album",4,1993,693482,RAP,2014-07-31 03:33:02,
FGBG 4273.AR,Sebastian Hardie,Four Moments,Musea,"CD, Album, RE",5,1999,3950130,NO RAP,2017-10-23 07:54:18,
FGBG 4274.AR,Sebastian Hardie,Windchase,Musea,"CD, Album, RE",4,1999,4921202,NO RAP,2017-10-23 07:56:32,
MCRD 006,Homo Twist,Cały Ten Seks,Music Corner Records,"CD, Album",5,1994,2766755,NO RAP,2013-12-29 09:27:15,
MCRD 028,Homo Twist,Homo Twist,Music Corner Records,"CD, Album",5,1996,2766794,NO RAP,2013-12-29 09:27:01,
MCRD 053,Cezary Ostrowski I Marcin Świetlicki,Czołgaj Się,Music Corner Records,"CD, Album",5,2004,5846023,NO RAP,2014-11-08 12:28:56,
MCRD018,Variété,"Koncert ""Teatr Stu""",Music Corner Records,"CD, Album",5,1995,1415149,NO RAP,2012-08-16 02:42:30,
MCRD048,Tilt (4),Emocjonalny Terror,Music Corner Records,"CD, Album, Dig",4,2002,5707882,NO RAP,2014-11-08 12:28:38,
"MCRD 015, KCD004",Variété,Variété,"Music Corner Records, Kophaus","CD, Album",5,1993,1942239,NO RAP,2009-11-24 14:03:16,
"MCRD 028, 496 657 2, MCRD028",Variété,Wieczór Przy Balustradzie,"Music Corner Records, Music Corner Records, Music Corner Records","CD, Album",5,1996,1415165,NO RAP,2012-08-16 02:42:38,
"MCRD 046, MCRD 047, 07243 536430 2 7",Homo Twist,Live After Death,"Music Corner Records, Music Corner Records, Music Corner Records","2xCD, Album, Dig",5,2002,2766823,NO RAP,2014-11-08 12:28:22,
"MCRD021, 496813 2, 07243 496813 2 5",Pudelsi,Viribus Unitis,"Music Corner Records, Pomaton EMI, Pomaton EMI","2xCD, Album",5,1996,4527794,NO RAP,2013-05-01 09:52:40,
none,Chris Read,The Diary,Music Of Substance,"CD, Promo, Ltd, Mixed",5,2007,1169083,RAP,2014-05-02 05:31:10,
MRCD-1151-2,The 2 Live Crew / Rock On Crew,Deal With This,Musimart Records,"CD, Comp",5,1992,2098619,RAP,2010-01-19 07:13:07,
18P2-2676,Depeche Mode,A Broken Frame,Mute,"CD, Album",5,1989,5730502,NO RAP,2017-01-09 23:56:51,
74321125012,Depeche Mode,The Singles 81 → 85,Mute,"CD, Comp, RE, RP",5,1994,6136366,NO RAP,2017-04-15 04:58:01,
74321125042,Depeche Mode,Some Great Reward,Mute,"CD, Album, RE",5,1992,320533,NO RAP,2017-04-15 04:52:54,
9 66375-2,Meat Beat Manifesto,Edge Of No Control,Mute,"CD, Single",5,1992,2319,NO RAP,2009-08-20 00:00:00,
9001-2,Meat Beat Manifesto,Storm The Studio,Mute,"CD, Album, RM, RE",5,1994,162434,NO RAP,2009-08-20 00:00:00,
BETON 504 CDX,Einstürzende Neubauten,Ende Neu,Mute,"CD, Album, Enh, Ltd",5,1996,216724,NO RAP,2013-01-23 07:50:05,
CABS 5 CD,Cabaret Voltaire,Listen Up With Cabaret Voltaire,Mute,"2xCD, Comp, RE",5,0,45572,NO RAP,2009-08-20 00:00:00,
CABS20DVD,"Peter Care, Cabaret Voltaire, Richard H. Kirk",Johnny Yesno (Redux),Mute,"DVD-V, RE + DVD-V + 2xCD, Album",5,2011,3229470,NO RAP,2014-09-04 07:50:06,
CD STUMM 46013,Depeche Mode,Construction Time Again,Mute,"CD, Album, RE",5,1990,1119921,NO RAP,2017-11-20 02:22:04,
CD Stumm 64,Depeche Mode,Violator,Mute,"CD, Album",5,1990,49769,NO RAP,2017-11-20 02:23:37,
CD STUMM 82,Laibach,Kapital,Mute,"CD, Album",5,1992,128830,NO RAP,2017-08-14 03:23:19,
CDMUTE001,The Normal,Warm Leatherette / T.V.O.D.,Mute,"CD, Single, RE",5,1995,31626,NO RAP,2012-05-11 03:47:05,
CDYAZ001,Yazoo,Don't Go,Mute,"CD, Single, RE",5,1996,83629,NO RAP,2013-10-15 23:59:34,
INT 846.801,Depeche Mode,Speak & Spell,Mute,"CD, Album",5,1984,4509743,NO RAP,2014-10-29 14:25:52,
INT 846.804,Depeche Mode,A Broken Frame,Mute,"CD, Album, RP",5,1987,407676,NO RAP,2012-05-25 09:16:08,
INT 846.804,Depeche Mode,A Broken Frame,Mute,"CD, Album",5,1984,4116836,NO RAP,2015-10-06 10:42:40,
INT 846.807,Depeche Mode,Construction Time Again,Mute,"CD, Album",5,1984,407635,NO RAP,2015-03-17 10:52:46,
INT 846.812,Depeche Mode,Some Great Reward,Mute,"CD, Album",5,1984,407568,NO RAP,2013-09-02 02:51:44,
LCD Mute 134,Erasure,Am I Right?,Mute,"CD, EP, Ltd",5,1992,10505001,NO RAP,2017-10-23 07:28:52,
lcdyaz 4,Yazoo,Situation,Mute,"CD, Single",5,1990,184201,NO RAP,2013-04-22 03:44:16,
SANDOZBX1,Sandoz,#9294 (Collected Works 1992-1994),Mute,"Box, Comp, Ltd + 2xCD, Album, RE + CD, Album, RE, ",5,2016,9470572,NO RAP,2017-07-15 10:06:53,
"9 66517, 66517",Meat Beat Manifesto,Now,"Mute, Elektra","CD, Maxi",5,1991,27622,NO RAP,2010-11-21 13:35:42,
"CDStumm 138, INT 846.927",Nick Cave & The Bad Seeds,Murder Ballads,"Mute, Intercord Tonträger GmbH","CD, Album",5,1996,745028,NO RAP,2012-03-03 10:30:28,
"61003-2, 9 61003-2",Cabaret Voltaire,2X45,"Mute, Mute","CD, Album, RE",5,1990,143178,NO RAP,2009-08-20 00:00:00,
"61026-2, 9 61026-2",Meat Beat Manifesto,99%,"Mute, Mute","CD, Album",5,1990,2316,NO RAP,2009-08-20 00:00:00,
"61395-2, 9 61395-2",Meat Beat Manifesto,Satyricon,"Mute, Mute","CD, Album",5,1992,2317,NO RAP,2009-08-20 00:00:00,
"66579-2, 9 66579-2",Meat Beat Manifesto,Psyche-Out  (This Is What It's All About),"Mute, Mute","CD, Single",5,1990,2313,NO RAP,2009-08-20 00:00:00,
"ALCB-740, ALCB 740",Depeche Mode,Songs Of Faith And Devotion,"Mute, Mute","CD, Album",5,1993,1020627,NO RAP,2016-05-08 13:21:42,
"BXSTUMM300, 5099969577628",Depeche Mode,Sounds Of The Universe,"Mute, Mute","Box, Dlx, Ltd, Num + CD, Album + 2xCD + DVD-V, Mul",5,2009,1734706,NO RAP,2012-05-29 02:42:10,
"CDBONG40, 5099969651724",Depeche Mode,Wrong,"Mute, Mute","CD, Single",,2009,1714943,NO RAP,2013-06-17 03:06:25,
"DMCDX1, 5099969432521",Depeche Mode,Speak & Spell,"Mute, Mute","CD, Album, RE + DVD-V, Multichannel, PAL, 5.1 + RM",5,2009,1769423,NO RAP,2013-04-02 06:13:34,
"DMCDX10, 5099969434624",Depeche Mode,Exciter,"Mute, Mute","CD, Album, RE, RM + DVD-V, Multichannel, PAL + RE,",5,2009,1735352,NO RAP,2013-04-02 06:14:28,
"DMCDX2, 5099969432729",Depeche Mode,A Broken Frame,"Mute, Mute","CD, Album, RE + DVD-V, Multichannel, PAL, 5.1 + RM",5,2009,1735303,NO RAP,2013-04-02 06:12:46,
"DMCDX3, 5099969432927",Depeche Mode,Construction Time Again,"Mute, Mute","CD, Album, RE + DVD-V, Multichannel, PAL, 5.1 + RM",5,2009,1769448,NO RAP,2013-04-02 06:13:45,
"DMCDX4, 5099969433122",Depeche Mode,Some Great Reward,"Mute, Mute","CD, Album, RE + DVD-V, Multichannel, PAL, 5.1 + RM",5,2009,1735326,NO RAP,2013-04-02 06:11:53,
"DMCDX5, 5099969433320",Depeche Mode,Black Celebration,"Mute, Mute","CD, Album, RE + DVD-V, Multichannel, PAL, 5.1 + RM",5,2009,1724048,NO RAP,2013-04-02 06:12:29,
"DMCDX6, 5099969433528",Depeche Mode,Music For The Masses,"Mute, Mute","CD, Album, RE, RM + DVD-V, PAL + Col",5,2009,1724044,NO RAP,2013-04-02 06:07:33,
"DMCDX6, 5099969433528",Depeche Mode,Music For The Masses,"Mute, Mute","CD, Album, RE, RM + DVD-V, PAL + Col",5,2009,1724044,NO RAP,2013-04-02 06:10:10,
"DMCDX7, 5099969433825",Depeche Mode,Violator,"Mute, Mute","CD, Album, RE, RM + DVD-V, Multichannel, PAL, 5.1 ",5,2009,1731617,NO RAP,2013-04-02 06:08:29,
"DMCDX8, 5099969434020",Depeche Mode,Songs Of Faith And Devotion,"Mute, Mute","CD, Album, RE, RM + DVD-V, PAL + Col",5,2009,1724028,NO RAP,2013-04-02 06:14:01,
"DMCDX9, 5099969434327",Depeche Mode,Ultra,"Mute, Mute","CD, Album, RE, RM + DVD-V, RM, Multichannel, PAL +",5,2009,1769453,NO RAP,2013-04-02 06:11:37,
"INT 826.829, CD L12 Bong 8",Depeche Mode,Shake The Disease,"Mute, Mute","CD, Maxi, RE",5,1990,199975,NO RAP,2013-06-26 02:30:40,
"INT 846.803, CD STUMM 7",Yazoo,Upstairs At Eric's,"Mute, Mute","CD, Album, RE",5,0,9938690,NO RAP,2017-10-24 14:36:55,
"INT 846.817, CD MUTEL 1",Depeche Mode,The Singles 81 → 85,"Mute, Mute","CD, Comp, RP",5,1989,5612009,NO RAP,2014-10-05 09:29:36,
"INT 846.818, CD STUMM 26",Depeche Mode,Black Celebration,"Mute, Mute","CD, Album",5,1986,253759,NO RAP,2012-05-29 02:41:13,
"INT 846.833, CD Stumm 47",Depeche Mode,Music For The Masses,"Mute, Mute","CD, Album",5,1987,1059901,NO RAP,2012-05-25 10:25:53,
"INT 846.859, CD Stumm 64",Depeche Mode,Violator,"Mute, Mute","CD, Album",5,1990,246588,NO RAP,2012-05-25 10:30:00,
"XLCDMUTEL8, 0724387455924",Depeche Mode,Remixes 81···04,"Mute, Mute","3xCD, Comp, Ltd",,2004,339234,NO RAP,2013-06-17 03:06:23,
MUTE 9002-2,Meat Beat Manifesto,Armed Audio Warfare,"Mute, Mute Corporation","CD, Album, RE, Comp",5,1994,2311,NO RAP,2016-08-08 14:22:27,
"61092-2, 9 61092-2",Cabaret Voltaire / The Pressure Company,The Drain Train / Live In Sheffield 19 Jan 82,"Mute, Mute, Elektra Entertainment, Elektra Entertainment","CD, Comp",5,1991,176348,NO RAP,2009-08-20 00:00:00,
"CD STUMM 5, 836.805, MUTE INT 836.805 ",Depeche Mode,Speak & Spell,"Mute, Mute, Mute","CD, Album, RE",5,1991,461558,NO RAP,2013-09-26 14:03:19,
"LCDBONG37, lcdbong37, 0094635594621",Depeche Mode,Suffer Well,"Mute, Mute, Mute","CD, Maxi, Ltd",,2006,656730,NO RAP,2013-06-17 03:06:24,
"INT 836.804, CDStumm 67, 7243 4 84010 2 1, Stumm 6",Martin L. Gore,Counterfeit E.P.,"Mute, Mute, Mute, Mute","CD, EP",5,0,1936973,NO RAP,2013-05-29 09:29:54,
"INT 836.804, Stumm 67, 7243 4 840102 1, 7243 4 840",Martin L. Gore,Counterfeit e.p,"Mute, Mute, Mute, Mute, Mute","CD, EP",5,0,1024290,NO RAP,2014-03-05 12:44:19,
CABS21 CD,Cabaret Voltaire,#8385 Collected Works (1983-1985),"Mute, The Grey Area","Box, Comp, Ltd + CD, Album, RE, RM + CD, Album, RE",5,2013,5091788,NO RAP,2013-11-18 05:20:09,
MUZIKMAG65 / OCT00,Shortee Blitz,Rawkus 2000 - New York Independent Hip Hop,Muzik Magazine,"CD, Mixed",5,2000,225979,RAP,2009-08-20 00:00:00,
MVD9796A,Camp Lo,On The Way Uptown: The Uptown Saturday Night Demo,MVD Audio,"CD, Comp",5,2017,10180787,RAP,2017-08-11 05:38:23,
MXL1213,Nine,Whutcha Want?,"MXL, DanceNet","CD, Maxi",5,1995,3779701,RAP,2012-08-04 12:12:30,
"MY MUSIC 058, 06025 172 647 0 (0)",Red (9) & Spinache,8 Rano,"My Music, Universal Music Polska","CD, Album",5,2007,1405454,RAP,2009-08-20 00:00:00,
MYSTCD 114,Digit All Love,V (fau),Mystic Production,"CD, Album",,2010,2946372,NO RAP,2017-10-23 12:32:41,
72435-95747-2-1,Down To The Bone,Cellar Funk,Narada Jazz,"CD, Album",5,2004,408133,NO RAP,2014-02-26 07:14:59,
NSFUNK007,Kid Loco,French Funk Experience,Nascente,"CD, Comp",5,2010,2780838,NO RAP,2017-10-23 09:45:13,
NSFUNK008,DJ Andy Smith & Dean Rudland,New Orleans Funk Experience,Nascente,"CD, Comp",5,2010,2995264,NO RAP,2013-04-20 12:28:25,
NSFUNK011,Big Bang,Italo Funk Experience,Nascente,"CD, Comp",5,2011,3473037,NO RAP,2013-04-20 12:30:48,
TR-1500,Organized Konfusion,The Best Of: Organized Konfusion,Nasty Habits Music,"CD, Comp",5,2005,972177,RAP,2009-08-22 09:32:45,
NAT 45CD,Prophets Of Da City,Never Again,Nation Records,"CD, Maxi",5,1994,2980896,RAP,2014-10-01 04:04:52,
NAT 53CD,Prophets Of Da City,Da Struggle Kontinues / Wild Stylz,Nation Records,"CD, Maxi",5,1995,314541,RAP,2012-03-21 10:54:09,
NAT 62CD,Prophets Of Da City,Mutha Land Funk,Nation Records,"CD, Maxi",4,1996,758681,RAP,2014-10-01 04:05:30,
NATCD 54,Prophets Of Da City,Universal Souljaz,Nation Records,"CD, Album",5,1995,334090,RAP,2014-10-01 04:06:27,
